Unnamed: 0,Date,Article_title,Stock_symbol,Url,Publisher,Author,Article,Lsa_summary,Luhn_summary,Textrank_summary,Lexrank_summary
687.0,2022-08-08 00:00:00 UTC,Alcoa Announces Pension Annuity Transaction; To Record Non-cash Settlement Charge In Q3,AA,https://www.nasdaq.com/articles/alcoa-announces-pension-annuity-transaction-to-record-non-cash-settlement-charge-in-q3,,,"(RTTNews) - Alcoa Corporation (AA) announced the purchase of group annuity contracts that will facilitate the transfer of approximately $1 billion of pension obligations and assets associated with defined benefit pension plans for certain United States retirees and beneficiaries. The group annuity contracts will be executed by two subsidiaries of Athene Holding Ltd. Athene will assume payments for approximately 4,400 participants in the U.S. pension plans.",,,,
688.0,2022-08-04 00:00:00 UTC,"Ex-Dividend Reminder: Carlyle Group, Navios Maritime Partners and Alcoa",AA,https://www.nasdaq.com/articles/ex-dividend-reminder%3A-carlyle-group-navios-maritime-partners-and-alcoa,,,"Looking at the universe of stocks we cover at Dividend Channel, on 8/8/22, Carlyle Group Inc (Symbol: CG), Navios Maritime Partners LP (Symbol: NMM), and Alcoa Corporation (Symbol: AA) will all trade ex-dividend for their respective upcoming dividends. Carlyle Group Inc will pay its quarterly dividend of $0.325 on 8/16/22, Navios Maritime Partners LP will pay its quarterly dividend of $0.05 on 8/12/22, and Alcoa Corporation will pay its quarterly dividend of $0.10 on 8/25/22. As a percentage of CG's recent stock price of $38.31, this dividend works out to approximately 0.85%, so look for shares of Carlyle Group Inc to trade 0.85% lower — all else being equal — when CG shares open for trading on 8/8/22. Similarly, investors should look for NMM to open 0.17% lower in price and for AA to open 0.21% lower, all else being equal.",,,,
689.0,2022-08-03 00:00:00 UTC,Is This Steel Company Making a Big Aluminum Mistake?,AA,https://www.nasdaq.com/articles/is-this-steel-company-making-a-big-aluminum-mistake,,,"Steel is an important input into the U.S. economy, and Steel Dynamics (NASDAQ: STLD) has been riding the current demand spike to post record results. The stock has responded accordingly, up over 300% since its 2020 pandemic-driven bear-market lows. And now, after so much success in the steel space, it is doing something that is entirely out of character. Should investors be worried?",,,,
690.0,2022-07-28 00:00:00 UTC,USEQ's Holdings Could Mean 19% Gain Potential,AA,https://www.nasdaq.com/articles/useqs-holdings-could-mean-19-gain-potential,,,"Looking at the underlying holdings of the ETFs in our coverage universe at ETF Channel, we have compared the trading price of each holding against the average analyst 12-month forward target price, and computed the weighted average implied analyst target price for the ETF itself. For the Invesco Russell 1000 Enhanced Equal Weight ETF (Symbol: USEQ), we found that the implied analyst target price for the ETF based upon its underlying holdings is $39.69 per unit.",,,,
691.0,2022-07-25 00:00:00 UTC,Is Most-Watched Stock Alcoa (AA) Worth Betting on Now?,AA,https://www.nasdaq.com/articles/is-most-watched-stock-alcoa-aa-worth-betting-on-now-0,,,"Alcoa (AA) has recently been on Zacks.com's list of the most searched stocks. Therefore, you might want to consider some of the key factors that could influence the stock's performance in the near future.",,,,
692.0,2022-07-24 00:00:00 UTC,COLUMN-Aluminium producers feel the margin pain as price slumps: Andy Home,AA,https://www.nasdaq.com/articles/column-aluminium-producers-feel-the-margin-pain-as-price-slumps%3A-andy-home-0,,,By Andy Home,,,,
693.0,2022-07-24 00:00:00 UTC,Validea's Top Five Basic Materials Stocks Based On Motley Fool - 7/24/2022,AA,https://www.nasdaq.com/articles/valideas-top-five-basic-materials-stocks-based-on-motley-fool-7-24-2022,,,The following are the top rated Basic Materials stocks according to Validea's Small-Cap Growth Investor model based on the published strategy of Motley Fool. This strategy looks for small cap growth stocks with solid fundamentals and strong price performance.,,,,
694.0,2022-07-22 00:00:00 UTC,Validea Motley Fool Strategy Daily Upgrade Report - 7/22/2022,AA,https://www.nasdaq.com/articles/validea-motley-fool-strategy-daily-upgrade-report-7-22-2022,,,The following are today's upgrades for Validea's Small-Cap Growth Investor model based on the published strategy of Motley Fool. This strategy looks for small cap growth stocks with solid fundamentals and strong price performance.,,,,
695.0,2022-07-22 00:00:00 UTC,Selling US$10m worth of stock earlier this year was a lucrative decision for Alcoa Corporation (NYSE:AA) insiders,AA,https://www.nasdaq.com/articles/selling-us%2410m-worth-of-stock-earlier-this-year-was-a-lucrative-decision-for-alcoa,,,"Last week, Alcoa Corporation's (NYSE:AA) stock jumped 11%, but insiders who sold US$10m worth of stock in over the past year are likely to be in a better position. Holding on to stock would have meant their investment would be worth less now than it was at the time of sale. Thus selling at an average price of US$56.14, which is higher than the current price, may have been the best decision.",,,,
696.0,2022-07-22 00:00:00 UTC,COLUMN-Aluminium producers feel the margin pain as price slumps: Andy Home,AA,https://www.nasdaq.com/articles/column-aluminium-producers-feel-the-margin-pain-as-price-slumps%3A-andy-home,,,By Andy Home,,,,
697.0,2022-07-21 00:00:00 UTC,Thursday's ETF with Unusual Volume: XMMO,AA,https://www.nasdaq.com/articles/thursdays-etf-with-unusual-volume%3A-xmmo,,,"The Invesco S&P MidCap Momentum ETF is seeing unusually high volume in afternoon trading Thursday, with over 472,000 shares traded versus three month average volume of about 63,000. Shares of XMMO were off about 0.5% on the day.",,,,
698.0,2022-07-21 00:00:00 UTC,METALS-Copper retreats on stubborn recession fears ahead of ECB move,AA,https://www.nasdaq.com/articles/metals-copper-retreats-on-stubborn-recession-fears-ahead-of-ecb-move,,,By Eric Onstad,,,,
699.0,2022-07-20 00:00:00 UTC,"Alcoa Q2 Profit, Revenues Beat Street View",AA,https://www.nasdaq.com/articles/alcoa-q2-profit-revenues-beat-street-view,,,"(RTTNews) - Alcoa Corp. (AA) Wednesday reported results for the second quarter, with both earnings and revenues beating Wall Street analysts' expectations, driven by higher aluminum prices.",,,,
700.0,2022-07-20 00:00:00 UTC,Alcoa (AA) Beats Q2 Earnings and Revenue Estimates,AA,https://www.nasdaq.com/articles/alcoa-aa-beats-q2-earnings-and-revenue-estimates,,,"Alcoa (AA) came out with quarterly earnings of $2.67 per share, beating the Zacks Consensus Estimate of $2.60 per share. This compares to earnings of $1.49 per share a year ago. These figures are adjusted for non-recurring items.",,,,
701.0,2022-07-20 00:00:00 UTC,Alcoa Q2 22 Earnings Conference Call At 5:00 PM ET,AA,https://www.nasdaq.com/articles/alcoa-q2-22-earnings-conference-call-at-5%3A00-pm-et,,,"(RTTNews) - Alcoa Corp. (AA) will host a conference call at 5:00 PM ET on July 20, 2022, to discuss Q2 22 earnings results.",,,,
702.0,2022-07-20 00:00:00 UTC,"Notable Wednesday Option Activity: CALX, STAA, AA",AA,https://www.nasdaq.com/articles/notable-wednesday-option-activity%3A-calx-staa-aa,,,"Among the underlying components of the Russell 3000 index, we saw noteworthy options trading volume today in Calix Inc (Symbol: CALX), where a total of 2,614 contracts have traded so far, representing approximately 261,400 underlying shares. That amounts to about 54.1% of CALX's average daily trading volume over the past month of 483,150 shares. Especially high volume was seen for the $30 strike put option expiring August 19, 2022, with 862 contracts trading so far today, representing approximately 86,200 underlying shares of CALX. Below is a chart showing CALX's trailing twelve month trading history, with the $30 strike highlighted in orange:",,,,
703.0,2022-07-20 00:00:00 UTC,Alcoa (AA): Looking for a Potential Options Trade,AA,https://www.nasdaq.com/articles/alcoa-aa%3A-looking-for-a-potential-options-trade,,,W,,,,
704.0,2022-07-17 00:00:00 UTC,"Weekly Preview: Earnings To Watch This Week (AA, IBM, NFLX, TSLA)",AA,https://www.nasdaq.com/articles/weekly-preview%3A-earnings-to-watch-this-week-aa-ibm-nflx-tsla-0,,,A,,,,
705.0,2022-07-14 00:00:00 UTC,Should iShares Core S&P MidCap ETF (IJH) Be on Your Investing Radar?,AA,https://www.nasdaq.com/articles/should-ishares-core-sp-midcap-etf-ijh-be-on-your-investing-radar-2,,,"Looking for broad exposure to the Mid Cap Blend segment of the US equity market? You should consider the iShares Core S&P MidCap ETF (IJH), a passively managed exchange traded fund launched on 05/22/2000.",,,,
706.0,2022-07-13 00:00:00 UTC,Alcoa (AA) Reports Next Week: Wall Street Expects Earnings Growth,AA,https://www.nasdaq.com/articles/alcoa-aa-reports-next-week%3A-wall-street-expects-earnings-growth-0,,,"The market expects Alcoa (AA) to deliver a year-over-year increase in earnings on higher revenues when it reports results for the quarter ended June 2022. This widely-known consensus outlook is important in assessing the company's earnings picture, but a powerful factor that might influence its near-term stock price is how the actual results compare to these estimates.",,,,
707.0,2022-07-12 00:00:00 UTC,Alcoa (AA) Dips More Than Broader Markets: What You Should Know,AA,https://www.nasdaq.com/articles/alcoa-aa-dips-more-than-broader-markets%3A-what-you-should-know-2,,,"Alcoa (AA) closed at $42.25 in the latest trading session, marking a -1.12% move from the prior day. This change lagged the S&P 500's daily loss of 0.92%. Elsewhere, the Dow lost 0.62%, while the tech-heavy Nasdaq added 0.05%.",,,,
708.0,2022-07-12 00:00:00 UTC,Will Raw Material Cost Inflation Mar Alcoa's (AA) Q2 Earnings?,AA,https://www.nasdaq.com/articles/will-raw-material-cost-inflation-mar-alcoas-aa-q2-earnings,,,"Alcoa Corporation AA is set to release second-quarter 2022 earnings numbers on Jul 20, after market close.",,,,
709.0,2022-07-11 00:00:00 UTC,Wall Street Eagerly Waits for Q2 Earnings Season to Commence,AA,https://www.nasdaq.com/articles/wall-street-eagerly-waits-for-q2-earnings-season-to-commence,,,"We start out a new full week of trading rather quietly — no economic data prints released before the opening bell this morning, nor Q2 earnings reports, which begin registering at a slightly hotter clip than we’ve seen thus far. We’re coming off a relatively flat Friday, but pre-market futures are in the red: the Dow -170 points, the Nasdaq -100 and the S&P 500 — currently carrying a five-day winning streak — is -25 points.",,,,
710.0,2022-07-11 00:00:00 UTC,"Quiet Morning Ahead of Q2 Earnings, CPI This Week",AA,https://www.nasdaq.com/articles/quiet-morning-ahead-of-q2-earnings-cpi-this-week,,,"Monday, July 11, 2022",,,,
711.0,2022-07-08 00:00:00 UTC,Alcoa Boosts Casting Capabilities At Deschambault Smelter In Canada,AA,https://www.nasdaq.com/articles/alcoa-boosts-casting-capabilities-at-deschambault-smelter-in-canada,,,"(RTTNews) - Alcoa Corporation (AA), an aluminum company, said on Friday that it will soon begin construction of a new casting equipment at its Deschambault smelter in Canada, with a capital investment of around $8 million.",,,,
712.0,2022-07-07 00:00:00 UTC,August 26th Options Now Available For Alcoa (AA),AA,https://www.nasdaq.com/articles/august-26th-options-now-available-for-alcoa-aa,,,"Investors in Alcoa Corporation (Symbol: AA) saw new options begin trading today, for the August 26th expiration. At Stock Options Channel, our YieldBoost formula has looked up and down the AA options chain for the new August 26th contracts and identified one put and one call contract of particular interest.",,,,
713.0,2022-07-06 00:00:00 UTC,Is iShares MSCI USA SmallCap Multifactor ETF (SMLF) a Strong ETF Right Now?,AA,https://www.nasdaq.com/articles/is-ishares-msci-usa-smallcap-multifactor-etf-smlf-a-strong-etf-right-now-2,,,"A smart beta exchange traded fund, the iShares MSCI USA SmallCap Multifactor ETF (SMLF) debuted on 04/28/2015, and offers broad exposure to the Style Box - Small Cap Blend category of the market.",,,,
714.0,2022-07-06 00:00:00 UTC,Alcoa (AA) Outpaces Stock Market Gains: What You Should Know,AA,https://www.nasdaq.com/articles/alcoa-aa-outpaces-stock-market-gains%3A-what-you-should-know-1,,,"In the latest trading session, Alcoa (AA) closed at $42.63, marking a +1.28% move from the previous day. This change outpaced the S&P 500's 0.36% gain on the day. At the same time, the Dow added 0.23%, and the tech-heavy Nasdaq lost 0.1%.",,,,
715.0,2022-07-05 00:00:00 UTC,Should Schwab U.S. SmallCap ETF (SCHA) Be on Your Investing Radar?,AA,https://www.nasdaq.com/articles/should-schwab-u.s.-smallcap-etf-scha-be-on-your-investing-radar-2,,,"Launched on 11/03/2009, the Schwab U.S. SmallCap ETF (SCHA) is a passively managed exchange traded fund designed to provide a broad exposure to the Small Cap Blend segment of the US equity market.",,,,
716.0,2022-07-05 00:00:00 UTC,Should SPDR S&P MidCap 400 ETF (MDY) Be on Your Investing Radar?,AA,https://www.nasdaq.com/articles/should-spdr-sp-midcap-400-etf-mdy-be-on-your-investing-radar-2,,,"Launched on 05/04/1995, the SPDR S&P MidCap 400 ETF (MDY) is a passively managed exchange traded fund designed to provide a broad exposure to the Mid Cap Blend segment of the US equity market.",,,,
717.0,2022-07-05 00:00:00 UTC,Alcoa (AA) is Attracting Investor Attention: Here is What You Should Know,AA,https://www.nasdaq.com/articles/alcoa-aa-is-attracting-investor-attention%3A-here-is-what-you-should-know,,,"Alcoa (AA) has recently been on Zacks.com's list of the most searched stocks. Therefore, you might want to consider some of the key factors that could influence the stock's performance in the near future.",,,,
718.0,2022-07-05 00:00:00 UTC,New Strong Sell Stocks for July 5th,AA,https://www.nasdaq.com/articles/new-strong-sell-stocks-for-july-5th,,,Here are three stocks added to the Zacks Rank #5 (Strong Sell) List today:,,,,
719.0,2022-07-01 00:00:00 UTC,"Notable Friday Option Activity: CLX, AA, JPM",AA,https://www.nasdaq.com/articles/notable-friday-option-activity%3A-clx-aa-jpm,,,"Among the underlying components of the Russell 3000 index, we saw noteworthy options trading volume today in Clorox Co (Symbol: CLX), where a total of 7,734 contracts have traded so far, representing approximately 773,400 underlying shares. That amounts to about 50.9% of CLX's average daily trading volume over the past month of 1.5 million shares. Especially high volume was seen for the $85 strike put option expiring July 22, 2022, with 1,645 contracts trading so far today, representing approximately 164,500 underlying shares of CLX. Below is a chart showing CLX's trailing twelve month trading history, with the $85 strike highlighted in orange:",,,,
720.0,2022-06-30 00:00:00 UTC,AA August 12th Options Begin Trading,AA,https://www.nasdaq.com/articles/aa-august-12th-options-begin-trading,,,"Investors in Alcoa Corporation (Symbol: AA) saw new options become available today, for the August 12th expiration. At Stock Options Channel, our YieldBoost formula has looked up and down the AA options chain for the new August 12th contracts and identified one put and one call contract of particular interest.",,,,
721.0,2022-06-29 00:00:00 UTC,"Some Japanese buyers agree to Q3 aluminium premium of $148/T, down 14% from Q2",AA,https://www.nasdaq.com/articles/some-japanese-buyers-agree-to-q3-aluminium-premium-of-%24148-t-down-14-from-q2,,,"TOKYO, June 29 (Reuters) - Some Japanese aluminium buyers have agreed at least with two global producers to pay a premium of $148 a tonne over the benchmark price for July-September shipments, down 14% from the current quarter, two sources directly involved in the pricing talks said on Wednesday.",,,,
722.0,2022-06-26 00:00:00 UTC,"With Aluminum Prices On The Decline, What Next For Alcoa?",AA,https://www.nasdaq.com/articles/with-aluminum-prices-on-the-decline-what-next-for-alcoa,,,"The shares of Alcoa (NYSE: AA) – a leading producer of aluminum products and alumina – remain down by about 19% year-to-date and are off by around 49% from highs seen in March. The sell-off comes as multiple macroeconomic factors appear to be putting the breaks on the big rally in aluminum prices seen through Covid-19. Aluminum prices are down from a high of about $3,700 per metric ton in early March 2022 and $2,850 in January to just about $2,500 currently. There are a couple of factors impacting the near-term demand outlook for aluminum, including China’s zero-Covid policy, which has resulted in stringent lockdowns in several provinces hurting demand. Moreover, the U.S. Federal Reserve and other global central banks have also been hiking interest rates at a more aggressive pace to combat surging inflation, and the markets are increasingly betting that this will hurt economic growth rates and demand for industrial commodities.",,,,
723.0,2022-06-24 00:00:00 UTC,"XME, ARCH, RGLD, AA: Large Outflows Detected at ETF",AA,https://www.nasdaq.com/articles/xme-arch-rgld-aa%3A-large-outflows-detected-at-etf,,,"Looking today at week-over-week shares outstanding changes among the universe of ETFs covered at ETF Channel, one standout is the SPDR S&P Metals & Mining ETF (Symbol: XME) where we have detected an approximate $159.7 million dollar outflow -- that's a 6.8% decrease week over week (from 53,850,000 to 50,200,000). Among the largest underlying components of XME, in trading today Arch Resources Inc (Symbol: ARCH) is up about 3.4%, Royal Gold Inc (Symbol: RGLD) is up about 1.3%, and Alcoa Corporation (Symbol: AA) is up by about 5%. For a complete list of holdings, visit the XME Holdings page » The chart below shows the one year price performance of XME, versus its 200 day moving average:",,,,
724.0,2022-06-24 00:00:00 UTC,Alcoa (AA) Is a Trending Stock: Facts to Know Before Betting on It,AA,https://www.nasdaq.com/articles/alcoa-aa-is-a-trending-stock%3A-facts-to-know-before-betting-on-it,,,"Alcoa (AA) has recently been on Zacks.com's list of the most searched stocks. Therefore, you might want to consider some of the key factors that could influence the stock's performance in the near future.",,,,
725.0,2022-06-22 00:00:00 UTC,Should iShares MSCI USA SmallCap Multifactor ETF (SMLF) Be on Your Investing Radar?,AA,https://www.nasdaq.com/articles/should-ishares-msci-usa-smallcap-multifactor-etf-smlf-be-on-your-investing-radar-2,,,"Designed to provide broad exposure to the Small Cap Blend segment of the US equity market, the iShares MSCI USA SmallCap Multifactor ETF (SMLF) is a passively managed exchange traded fund launched on 04/28/2015.",,,,
726.0,2022-06-20 00:00:00 UTC,Alcoa (AA) Stock Sinks As Market Gains: What You Should Know,AA,https://www.nasdaq.com/articles/alcoa-aa-stock-sinks-as-market-gains%3A-what-you-should-know-0,,,"Alcoa (AA) closed the most recent trading day at $49.28, moving -0.81% from the previous trading session. This change lagged the S&P 500's 0.22% gain on the day. Meanwhile, the Dow lost 0.13%, and the Nasdaq, a tech-heavy index, added 0.22%.",,,,
727.0,2022-06-15 00:00:00 UTC,Alcoa Investing $51 Mln At Its Mosjøen Smelter In Norway,AA,https://www.nasdaq.com/articles/alcoa-investing-%2451-mln-at-its-mosjoen-smelter-in-norway,,,"(RTTNews) - Alcoa Corporation (AA), a major aluminum producer, on Wednesday announced a $51 million plan to raise the production capacity of aluminum at its Mosjøen smelter in Norway by 14,000 metric tons per year or mtpy.",,,,
728.0,2022-06-15 00:00:00 UTC,7 Undervalued Stocks That the Smart Money Is Piling Into,AA,https://www.nasdaq.com/articles/7-undervalued-stocks-that-the-smart-money-is-piling-into,,,"InvestorPlace - Stock Market News, Stock Advice & Trading Tips",,,,
729.0,2022-06-13 00:00:00 UTC,Investors Heavily Search Alcoa (AA): Here is What You Need to Know,AA,https://www.nasdaq.com/articles/investors-heavily-search-alcoa-aa%3A-here-is-what-you-need-to-know,,,"Alcoa (AA) has recently been on Zacks.com's list of the most searched stocks. Therefore, you might want to consider some of the key factors that could influence the stock's performance in the near future.",,,,
730.0,2022-06-13 00:00:00 UTC,Should SPDR Portfolio S&P 400 Mid Cap ETF (SPMD) Be on Your Investing Radar?,AA,https://www.nasdaq.com/articles/should-spdr-portfolio-sp-400-mid-cap-etf-spmd-be-on-your-investing-radar-1,,,"Launched on 11/08/2005, the SPDR Portfolio S&P 400 Mid Cap ETF (SPMD) is a passively managed exchange traded fund designed to provide a broad exposure to the Mid Cap Blend segment of the US equity market.",,,,
731.0,2022-06-11 00:00:00 UTC,Validea Kenneth Fisher Strategy Daily Upgrade Report - 6/11/2022,AA,https://www.nasdaq.com/articles/validea-kenneth-fisher-strategy-daily-upgrade-report-6-11-2022,,,"The following are today's upgrades for Validea's Price/Sales Investor model based on the published strategy of Kenneth Fisher. This value strategy rewards stocks with low P/S ratios, long-term profit growth, strong free cash flow and consistent profit margins.",,,,
732.0,2022-06-10 00:00:00 UTC,Validea Peter Lynch Strategy Daily Upgrade Report - 6/10/2022,AA,https://www.nasdaq.com/articles/validea-peter-lynch-strategy-daily-upgrade-report-6-10-2022,,,The following are today's upgrades for Validea's P/E/Growth Investor model based on the published strategy of Peter Lynch. This strategy looks for stocks trading at a reasonable price relative to earnings growth that also possess strong balance sheets.,,,,
733.0,2022-06-09 00:00:00 UTC,"Thursday's ETF Movers: GXC, PICK",AA,https://www.nasdaq.com/articles/thursdays-etf-movers%3A-gxc-pick,,,"In trading on Thursday, the SPDR S&P China ETF is outperforming other ETFs, up about 2.8% on the day. Components of that ETF showing particular strength include shares of SOS, up about 10.3% and shares of Qutoutiao, up about 6.1% on the day.",,,,
734.0,2022-06-09 00:00:00 UTC,Alcoa Breaks Below 200-Day Moving Average - Notable for AA,AA,https://www.nasdaq.com/articles/alcoa-breaks-below-200-day-moving-average-notable-for-aa,,,"In trading on Thursday, shares of Alcoa Corporation (Symbol: AA) crossed below their 200 day moving average of $61.31, changing hands as low as $58.35 per share. Alcoa Corporation shares are currently trading down about 6% on the day. The chart below shows the one year performance of AA shares, versus its 200 day moving average:",,,,
735.0,2022-06-09 00:00:00 UTC,Alcoa To Participate In Deutsche Bank Materials Conference At 9:45 AM ET,AA,https://www.nasdaq.com/articles/alcoa-to-participate-in-deutsche-bank-materials-conference-at-9%3A45-am-et,,,(RTTNews) - Alcoa Corporation (AA) will present at the Deutsche Bank 13th Annual Global Materials Conference in New York.,,,,
736.0,2022-06-01 00:00:00 UTC,Alcoa (AA) Gains As Market Dips: What You Should Know,AA,https://www.nasdaq.com/articles/alcoa-aa-gains-as-market-dips%3A-what-you-should-know-4,,,"Alcoa (AA) closed at $62.41 in the latest trading session, marking a +1.12% move from the prior day. The stock outpaced the S&P 500's daily loss of 0.75%. At the same time, the Dow lost 0.54%, and the tech-heavy Nasdaq gained 0.24%.",,,,
737.0,2022-05-31 00:00:00 UTC,Here is What to Know Beyond Why Alcoa (AA) is a Trending Stock,AA,https://www.nasdaq.com/articles/here-is-what-to-know-beyond-why-alcoa-aa-is-a-trending-stock,,,"Alcoa (AA) is one of the stocks most watched by Zacks.com visitors lately. So, it might be a good idea to review some of the factors that might affect the near-term performance of the stock.",,,,
738.0,2022-05-26 00:00:00 UTC,The Implied Analyst 12-Month Target For IVOG,AA,https://www.nasdaq.com/articles/the-implied-analyst-12-month-target-for-ivog,,,"Looking at the underlying holdings of the ETFs in our coverage universe at ETF Channel, we have compared the trading price of each holding against the average analyst 12-month forward target price, and computed the weighted average implied analyst target price for the ETF itself. For the Vanguard S&P Mid-Cap 400 Growth ETF (Symbol: IVOG), we found that the implied analyst target price for the ETF based upon its underlying holdings is $227.96 per unit.",,,,
739.0,2022-05-26 00:00:00 UTC,July 8th Options Now Available For Alcoa (AA),AA,https://www.nasdaq.com/articles/july-8th-options-now-available-for-alcoa-aa,,,"Investors in Alcoa Corporation (Symbol: AA) saw new options become available today, for the July 8th expiration. At Stock Options Channel, our YieldBoost formula has looked up and down the AA options chain for the new July 8th contracts and identified one put and one call contract of particular interest.",,,,
740.0,2022-05-25 00:00:00 UTC,7 Undervalued Blue-Chip Stocks to Buy for June,AA,https://www.nasdaq.com/articles/7-undervalued-blue-chip-stocks-to-buy-for-june,,,"InvestorPlace - Stock Market News, Stock Advice & Trading Tips",,,,
741.0,2022-05-24 00:00:00 UTC,COLUMN-Europe's aluminium output slides as energy crunch bites: Andy Home,AA,https://www.nasdaq.com/articles/column-europes-aluminium-output-slides-as-energy-crunch-bites%3A-andy-home,,,By Andy Home,,,,
742.0,2022-05-24 00:00:00 UTC,COLUMN-Europe's aluminium output slides as energy crunch bites: Andy Home,AA,https://www.nasdaq.com/articles/column-europes-aluminium-output-slides-as-energy-crunch-bites%3A-andy-home-0,,,By Andy Home,,,,
743.0,2022-05-23 00:00:00 UTC,XRP vs. Alcoa: Price Relationship Crosses Threshold,AA,https://www.nasdaq.com/articles/xrp-vs.-alcoa%3A-price-relationship-crosses-threshold,,,"Here at CryptocurrenciesChannel.com, we find it interesting to track various ETF and stock prices versus various digital assets over time.",,,,
744.0,2022-05-18 00:00:00 UTC,Is Trending Stock Alcoa (AA) a Buy Now?,AA,https://www.nasdaq.com/articles/is-trending-stock-alcoa-aa-a-buy-now,,,"Alcoa (AA) has been one of the most searched-for stocks on Zacks.com lately. So, you might want to look at some of the facts that could shape the stock's performance in the near term.",,,,
745.0,2022-05-17 00:00:00 UTC,August 19th Options Now Available For Alcoa,AA,https://www.nasdaq.com/articles/august-19th-options-now-available-for-alcoa,,,"Investors in Alcoa Corporation (Symbol: AA) saw new options become available today, for the August 19th expiration. One of the key inputs that goes into the price an option buyer is willing to pay, is the time value, so with 94 days until expiration the newly available contracts represent a potential opportunity for sellers of puts or calls to achieve a higher premium than would be available for the contracts with a closer expiration. At Stock Options Channel, our YieldBoost formula has looked up and down the AA options chain for the new August 19th contracts and identified one put and one call contract of particular interest.",,,,
746.0,2022-05-16 00:00:00 UTC,7 Undervalued Blue-Chip Stocks to Buy Now,AA,https://www.nasdaq.com/articles/7-undervalued-blue-chip-stocks-to-buy-now,,,"InvestorPlace - Stock Market News, Stock Advice & Trading Tips",,,,
747.0,2022-05-13 00:00:00 UTC,Here's Why Avery Dennison (AVY) is an Attractive Bet Now,AA,https://www.nasdaq.com/articles/heres-why-avery-dennison-avy-is-an-attractive-bet-now,,,"Avery Dennison Corporation AVY looks attractive at the moment, aided by forecast-topping first-quarter 2022 results. The company is benefiting from strong demand for labeling technology for consumer-packaged goods. Solid growth in intelligent labels, driven by strong apparel label business and strength in high-value product categories and Radio-frequency identification (RFID) will drive growth. Apart from this, expected benefits from pricing and re-engineering actions to mitigate inflationary cost pressure continue to support margins. These factors position the company as a promising investment option.",,,,
748.0,2022-05-12 00:00:00 UTC,Reasons to Hold Sealed Air (SEE) in Your Portfolio Now,AA,https://www.nasdaq.com/articles/reasons-to-hold-sealed-air-see-in-your-portfolio-now,,,"Sealed Air Corporation SEE is gaining from the ongoing demand for packaging for food, medical supplies and consumer staples, and e-commerce activities. The company’s focus on investment in capacity expansion to meet the strong demand for automated equipment and sustainable packaging will drive growth as well.",,,,
749.0,2022-05-12 00:00:00 UTC,"Ex-Dividend Reminder: IDEX, Shyft Group and Alcoa",AA,https://www.nasdaq.com/articles/ex-dividend-reminder%3A-idex-shyft-group-and-alcoa,,,"Looking at the universe of stocks we cover at Dividend Channel, on 5/16/22, IDEX Corporation (Symbol: IEX), Shyft Group Inc (Symbol: SHYF), and Alcoa Corporation (Symbol: AA) will all trade ex-dividend for their respective upcoming dividends. IDEX Corporation will pay its quarterly dividend of $0.60 on 5/27/22, Shyft Group Inc will pay its quarterly dividend of $0.05 on 6/17/22, and Alcoa Corporation will pay its quarterly dividend of $0.10 on 6/3/22. As a percentage of IEX's recent stock price of $183.48, this dividend works out to approximately 0.33%, so look for shares of IDEX Corporation to trade 0.33% lower — all else being equal — when IEX shares open for trading on 5/16/22. Similarly, investors should look for SHYF to open 0.23% lower in price and for AA to open 0.18% lower, all else being equal.",,,,
750.0,2022-05-11 00:00:00 UTC,Should Value Investors Buy Alcoa (AA) Stock?,AA,https://www.nasdaq.com/articles/should-value-investors-buy-alcoa-aa-stock,,,"Here at Zacks, we focus on our proven ranking system, which places an emphasis on earnings estimates and estimate revisions, to find winning stocks. But we also understand that investors develop their own strategies, so we are constantly looking at the latest trends in value, growth, and momentum to find strong companies for our readers.",,,,
751.0,2022-05-11 00:00:00 UTC,7 of the Most Undervalued Mid-Cap Stocks to Buy Now,AA,https://www.nasdaq.com/articles/7-of-the-most-undervalued-mid-cap-stocks-to-buy-now,,,"InvestorPlace - Stock Market News, Stock Advice & Trading Tips",,,,
752.0,2022-05-10 00:00:00 UTC,Should iShares Core S&P MidCap ETF (IJH) Be on Your Investing Radar?,AA,https://www.nasdaq.com/articles/should-ishares-core-sp-midcap-etf-ijh-be-on-your-investing-radar-1,,,"Launched on 05/22/2000, the iShares Core S&P MidCap ETF (IJH) is a passively managed exchange traded fund designed to provide a broad exposure to the Mid Cap Blend segment of the US equity market.",,,,
753.0,2022-05-10 00:00:00 UTC,Best Growth Stocks to Buy for May 10th,AA,https://www.nasdaq.com/articles/best-growth-stocks-to-buy-for-may-10th,,,"Here are three stocks with buy ranks and strong growth characteristics for investors to consider today, May 10th:",,,,
754.0,2022-05-10 00:00:00 UTC,Validea Peter Lynch Strategy Daily Upgrade Report - 5/10/2022,AA,https://www.nasdaq.com/articles/validea-peter-lynch-strategy-daily-upgrade-report-5-10-2022,,,The following are today's upgrades for Validea's P/E/Growth Investor model based on the published strategy of Peter Lynch. This strategy looks for stocks trading at a reasonable price relative to earnings growth that also possess strong balance sheets.,,,,
